S.No.,question_id,difficulty,PCA1,PCA2
1,36e93d01c6,EAS,0.16079222925434505,-0.03735698298067139
2,m_xon0qazu,EAS,0.15451637275307478,-0.034715472737533545
3,36e93d01c6,EAS,0.1388118863952907,-0.1590196751831359
4,36e93d01c6,EAS,0.1214981151210927,-0.14745394201904968
5,m_xon0qazu,EAS,0.1422466648753178,-0.09994956922088453
6,m_xon0qazu,EAS,0.05743767836436799,-0.013733020842609172
7,m_xon0qazu,EAS,0.16286539839791495,0.011707996691101558
8,36e93d01c6,EAS,0.13579211511041495,0.0029198320547737305
9,36e93d01c6,EAS,0.06277333457881099,-0.01543251825080772
10,m_xon0qazu,EAS,0.16165349343712182,0.017098922942060963
11,m_xon0qazu,EAS,0.13226896604212116,0.010178626678296759
12,N/A,EAS,0.08967947637404385,0.03244368999092587
13,N/A,EAS,0.08967947637404385,0.03244368999092587
14,N/A,EAS,0.08967947637404385,0.03244368999092587
15,N/A,EAS,0.08689507922837589,0.03132612773893249
16,N/A,EAS,0.1282078853203942,0.0065605834755425516
17,N/A,EAS,0.16547507378332102,-0.05571773678351459
18,N/A,EAS,0.15547710679269414,0.01977790302308907
19,N/A,EAS,0.11654800293373152,0.1932100063318438
20,N/A,EAS,-0.1262797658270661,-0.06741655850858301
21,N/A,EAS,0.14232313543478398,0.11231324007578218
22,N/A,EAS,0.14069473744080632,-0.10958465385597037
23,N/A,EAS,0.14069473744080632,-0.10958465385597037
24,N/A,EAS,0.14162717943051592,0.11790891373745045
25,N/A,EAS,0.11469987856372703,0.19247594362449946
26,N/A,EAS,0.11469987856372703,0.19247594362449946
27,N/A,EAS,0.11370950232241565,0.1979625427349813
28,N/A,EAS,0.11370950232241565,0.1979625427349813
29,N/A,EAS,0.13853358808227997,0.11387313251094063
30,N/A,EAS,0.13853358808227997,0.11387313251094063
31,N/A,EAS,0.12649670319378153,0.011418767772405672
32,N/A,EAS,0.04408509234356047,-0.12752776714963318
33,N/A,EAS,0.11509795626018124,-0.10999595183281316
34,N/A,EAS,0.11509795626018124,-0.10999595183281316
35,N/A,EAS,-0.1288692008054378,-0.06531924774349214
36,N/A,EAS,0.06612600907262269,-0.08649746675464803
37,N/A,EAS,0.06612600907262269,-0.08649746675464803
38,N/A,EAS,0.06612600907262269,-0.08649746675464803
39,N/A,EAS,0.06612600907262269,-0.08649746675464803
40,N/A,EAS,0.12227340700872276,-0.09249847669547571
41,N/A,EAS,0.0782872038134348,0.03974517883148887
42,N/A,EAS,0.23913238179339852,-0.03498711375556827
43,N/A,EAS,0.23913238179339852,-0.03498711375556827
44,N/A,EAS,0.23913238179339852,-0.03498711375556827
45,N/A,EAS,0.23913238179339852,-0.03498711375556827
46,N/A,EAS,0.0980821472470331,-0.09577972213127356
47,N/A,EAS,0.0980821472470331,-0.09577972213127356
48,N/A,EAS,-0.1458192316609555,-0.1787714654008536
49,N/A,EAS,0.2394757103944606,-0.028493533232340412
50,N/A,EAS,0.2394757103944606,-0.028493533232340412
51,m_m1u7uz42,HAR,-0.1262797658270661,-0.06741655850858301
52,m_m1u7uz42,HAR,-0.1288692008054378,-0.06531924774349214
53,47d60654f5,HAR,-0.1458192316609555,-0.1787714654008536
54,m_m1u7uz42,HAR,-0.15947726591067038,-0.16555222547083742
55,m_m1u7uz42,HAR,-0.12516573701922393,-0.006561352557993952
56,47d60654f5,HAR,-0.1885462820843839,-0.013621540080792355
57,47d60654f5,HAR,-0.1214825374356445,-0.091855331274534
58,47d60654f5,HAR,-0.13213308429073667,0.00019053695232051996
59,m_m1u7uz42,HAR,-0.1421161995653328,-0.11853678372718304
60,47d60654f5,HAR,-0.2009732023362789,0.03301954593760257
61,m_m1u7uz42,HAR,-0.198769278756965,0.026582078990173216
62,N/A,HAR,-0.198769278756965,0.026582078990173216
63,N/A,HAR,-0.17968651470092314,0.10053868330358567
64,N/A,HAR,-0.18474131264600083,0.18890980673891183
65,N/A,HAR,-0.19437512402256077,-0.007124953933327115
66,N/A,HAR,-0.20155514660884397,-0.1213131961111814
67,N/A,HAR,-0.15511448203212,-0.10095254746066334
68,N/A,HAR,-0.18945228319663288,0.18775175843334196
69,N/A,HAR,0.05743767836436799,-0.013733020842609172
70,N/A,HAR,-0.1924251872991438,0.1922961679659445
71,N/A,HAR,0.1607922292543452,-0.037356982980671395
72,N/A,HAR,-0.21211631167486822,0.016560382295005692
73,N/A,HAR,-0.21564508801919963,-0.1056054071824756
74,N/A,HAR,-0.21026453789267616,0.02192471895227739
75,N/A,HAR,-0.21026453789267616,0.02192471895227739
76,N/A,HAR,0.06277333457881099,-0.01543251825080772
77,N/A,HAR,-0.20192701424065465,0.03850261685305503
78,N/A,HAR,-0.20362010787041354,0.06854435680858151
79,N/A,HAR,-0.20362010787041354,0.06854435680858151
80,N/A,HAR,-0.196612535288438,-0.011478481208154694
81,N/A,HAR,-0.21638376820569286,-0.08862838013256882
82,N/A,HAR,-0.21638376820569286,-0.08862838013256882
83,N/A,HAR,-0.21638376820569286,-0.08862838013256882
84,N/A,HAR,-0.20225448068079532,0.034359681220822356
85,N/A,HAR,-0.19372024419882855,0.19506182745776934
86,N/A,HAR,-0.2295509453637632,-0.06631032131515241
87,N/A,HAR,-0.2295509453637632,-0.06631032131515241
88,N/A,HAR,-0.18566206980816613,0.11511099883338864
89,N/A,HAR,-0.21892121440046178,0.0939823761134426
90,N/A,HAR,-0.21892121440046178,0.0939823761134426
91,N/A,HAR,-0.21892121440046178,0.0939823761134426
92,N/A,HAR,0.15451637275307478,-0.034715472737533594
93,N/A,HAR,-0.19451971780392607,0.19564400765694737
94,N/A,HAR,-0.22896542298396055,-0.09509399046865721
95,N/A,HAR,-0.22896542298396055,-0.09509399046865721
96,N/A,HAR,-0.22896542298396055,-0.09509399046865721
97,N/A,HAR,0.1422466648753178,-0.09994956922088453
98,N/A,HAR,-0.2112308897893286,0.009536555811465383
99,N/A,HAR,-0.21821580326314832,0.01928928188690143
100,N/A,HAR,0.1388118863952907,-0.1590196751831359
101,96b1288e24,MED,0.05743767836436799,-0.013733020842609172
102,96b1288e24,MED,0.06277333457881099,-0.01543251825080772
103,96b1288e24,MED,0.04408509234356047,-0.12752776714963318
104,m_8muga117,MED,0.1607922292543452,-0.037356982980671395
105,m_8muga117,MED,0.02466301994257868,-0.11769260447947755
106,96b1288e24,MED,0.06786520721327251,0.04568834632427276
107,m_8muga117,MED,0.06715835424142318,0.0440241237894685
108,m_8muga117,MED,-0.1262797658270661,-0.06741655850858301
109,m_8muga117,MED,0.15451637275307478,-0.034715472737533594
110,m_8muga117,MED,0.00831496821844904,0.049420829643052895
111,96b1288e24,MED,0.1388118863952907,-0.1590196751831359
112,N/A,MED,-0.1288692008054378,-0.06531924774349214
113,N/A,MED,0.16286539839791495,0.011707996691101558
114,N/A,MED,0.1214981151210927,-0.14745394201904968
115,N/A,MED,-0.02856065287812919,0.08517160943556153
116,N/A,MED,0.1422466648753178,-0.09994956922088453
117,N/A,MED,-0.03050182724900025,0.07814287253489967
118,N/A,MED,0.05091308417985601,-0.06939209768750587
119,N/A,MED,0.05091308417985601,-0.06939209768750587
120,N/A,MED,0.16165349343712182,0.017098922942060963
121,N/A,MED,0.13579211511041495,0.0029198320547737305
122,N/A,MED,0.056647512149319824,0.05838745094381107
123,N/A,MED,-0.1458192316609555,-0.1787714654008536
124,N/A,MED,0.13226896604212116,0.010178626678296759
125,N/A,MED,-0.0010461107452913868,0.241704712039053
126,N/A,MED,0.01669125557432832,0.1529809890636403
127,N/A,MED,0.08967947637404385,0.03244368999092587
128,N/A,MED,0.08967947637404385,0.03244368999092587
129,N/A,MED,0.08967947637404385,0.03244368999092587
130,N/A,MED,0.08689507922837589,0.03132612773893249
131,N/A,MED,0.014680327883325657,0.15453967983962302
132,N/A,MED,-0.0010861263097610412,0.24631314048783465
133,N/A,MED,-0.0010861263097610412,0.24631314048783465
134,N/A,MED,-0.1214825374356445,-0.091855331274534
135,N/A,MED,-0.0066533629521433515,-0.06625945906313184
136,N/A,MED,0.030998878746884912,-0.0552975859959568
137,N/A,MED,-0.0038446906380220597,0.24512213748214035
138,N/A,MED,-0.15947726591067038,-0.16555222547083742
139,N/A,MED,-0.0354433290170399,0.08662816007195796
140,N/A,MED,0.11654800293373152,0.1932100063318438
141,N/A,MED,0.16547507378332102,-0.05571773678351459
142,N/A,MED,0.11469987856372703,0.19247594362449946
143,N/A,MED,0.11469987856372703,0.19247594362449946
144,N/A,MED,0.004255784590441899,0.05774261256146773
145,N/A,MED,-0.04867607749320993,-0.03749068030513186
146,N/A,MED,-0.04867607749320993,-0.03749068030513186
147,N/A,MED,0.006500505841625849,-0.004123823498300927
148,N/A,MED,0.15547710679269414,0.01977790302308907
